id,tweet,cleaned_tweet,subtask_a,subtask_b,subtask_c
47068,@USER @USER Which has no bearing at all on how he will vote on abortion and gun control and the President's legal issues.,bearing vote abortion gun control president legal issues,NOT,,
79564,@USER @USER You can’t tell us #Conservatives that @USER didn’t connive with @USER to keep all of this under wrap till time for final POTUS vote..#DirtyPolitics,tell us conservatives connive keep wrap till time final potus vote dirtypolitics,NOT,,
32545,@USER this is fucking hilarious,fucking hilarious,OFF,UNT,
58234,This is what revenge lies like!  #Kavanaugh #MAGA @USER @USER @USER @USER URL,revenge lies like kavanaugh maga,NOT,,
96780,"@USER your lord and master... blah blah blah"" Liberals are so over the top dramatic about everything😆 URL",lord master blah blah blah liberals top dramatic everything,NOT,,
54789,@USER You are such a fucking pu$$y little chinless Donny.,fucking pu little chinless donny,OFF,TIN,IND
74889,@USER @USER They are violating the conservatives freedom of speech... it’s CENSORSHIP... IMPORTANT Thought Today it is being used against conservatives But who is to say what will be tomorrow? Depends on Who is holding the « power » sounds like how Communism to me,violating conservatives freedom speech censorship important thought today used conservatives say tomorrow depends holding power sounds like communism,NOT,,
18683,@USER @USER @USER @USER Why does everyone else get attacked by Antifa type groups who never go to jail and also gets extreme negative media coverage that insights the violence. Except LibLabCon? Why? #stitchup,everyone else get attacked antifa type groups never go jail also gets extreme negative media coverage insights violence except liblabcon stitchup,NOT,,
28797,@USER @USER @USER He is adorable,adorable,NOT,,
26246,@USER Who cares! He is a sick head!,cares sick head,OFF,TIN,IND
31729,@USER If you're talking about Kavanaugh there is only an uncorroborated accusation but even then the conservatives I have seen haven't dismissed it.,talking kavanaugh uncorroborated accusation even conservatives seen dismissed,NOT,,
85068,@USER @USER Not so much. Trump is mental. He is president. He responds badly to opposition; well to praise. Graham needs to get through Mueller investigation &amp; judges. Trump will then be asked to step down. Pence will be president &amp; will pardon whole family. New judges in place. The end.,much trump mental president responds badly opposition well praise graham needs get mueller investigation judges trump asked step pence president pardon whole family new judges place end,NOT,,
43081,@USER @USER @USER @USER @USER Ummm theres video of it and the coach literally admitted to it lmao. Maybe read before having strong shitty opinions,ummm theres video coach literally admitted lmao maybe read strong shitty opinions,OFF,TIN,IND
58164,@USER Hyperbole? ✅ Libel? ✅ Shit fact checking? ✅  Must be.....🤔.   ANTIFA! ✅,hyperbole ✅ libel ✅ shit fact checking ✅ must antifa ✅,NOT,,
95913,@USER Trump will blame it on the immigrants for coming and 'liberals' for noticing. He likely thinks Head Start/HIV are wasteful spending. Comgress can no longer pass 'broad' budgets.  They will need to itemize every $ and forbid diversion without Congressional permission,trump blame immigrants coming liberals noticing likely thinks head start hiv wasteful spending comgress longer pass broad budgets need itemize every forbid diversion without congressional permission,NOT,,
51203,@USER @USER This guy Kerry is one do nothing damn politician where does he get off going over sea's and trying to undermined our President now this is a Traitor for sure you better watch this S.O.B. !,guy kerry one nothing damn politician get going sea trying undermined president traitor sure better watch b,OFF,TIN,GRP
98526,@USER @USER YOU ARE REALLY AN ARMY ajsvsnsksjsj I LOVE YOU FAMILY,really army ajsvsnsksjsj love family,NOT,,
71694,@USER No Cadwell but Yes Former Antifa. URL,cadwell yes former antifa,NOT,,
91222,@USER @USER @USER @USER Totally not the way Antifa works.,totally way antifa works,NOT,,
49728,@USER @USER @USER @USER @USER @USER @USER Especially since you are a fascist nazi as I can tell by your profile you people are pathetic shame on you !,especially since fascist nazi tell profile people pathetic shame,OFF,TIN,IND
29665,@USER @USER @USER @USER @USER @USER I KNOW!  So wonderful.  I’m on a one woman campaign to bring @USER and Therese back.  He may be starting to think I’m a little pushy about it.,know wonderful one woman campaign bring therese back may starting think little pushy,NOT,,
95030,@USER he is a cutie,cutie,NOT,,
29650,@USER @USER @USER Those aren’t conservatives those are whackos. The religious zealots that isn’t the Republican Party and we denounce them. Do you denounce antifa?,conservatives whackos religious zealots republican party denounce denounce antifa,OFF,TIN,GRP
93870,Understand the meaning of America by reading Creating the Declaration of Independence by @USER and share your knowledge of the American Creed with your fellow citizens. URL #MAGA #KAG @USER @USER @USER @USER,understand meaning america reading creating declaration independence share knowledge american creed fellow citizens maga kag,OFF,TIN,OTH
16048,@USER That’s my place😩,place,NOT,,
33919,@USER @USER He is a pedophile and a criminal! He deserves to be fired!!!!,pedophile criminal deserves fired,OFF,TIN,IND
72429,@USER it’s TRUE and she is SO VALID,true valid,NOT,,
91190,@USER I don't know if this cat even realizes what he is doing.,know cat even realizes,NOT,,
13255,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly! The pure hatred has blinded them. I've never seen mobs of people on here all go nuts.Makes you realize that self awareness is crucial right now locally if its like that on here honestly. I stay focused &amp; will be like that more so now. Doing an absentee ballot too,exactly pure hatred blinded never seen mobs people go nuts makes realize self awareness crucial right locally like honestly stay focused like absentee ballot,NOT,,
70376,@USER  @USER is inciting VIOLENCE via Twitter to accounts supporting POTUS. He has made lists to have us targeted by ANTIFA...etc.,inciting violence via twitter accounts supporting potus made lists us targeted antifa etc,OFF,TIN,OTH
94632,"51. A man, as a general rule, owes very little to what he is born with. A man is what he makes of himself."" - Alexander Graham Bell  #PushAwardsMayWards""",51 man general rule owes little born man makes alexander graham bell pushawardsmaywards,NOT,,
53840,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Just a punk ass POS POG.  THANK YOU KGO!! ❤ 👍,punk ass pos pog thank kgo ❤,NOT,,
70172,@USER Eric Holder should be in prison.,eric holder prison,OFF,TIN,IND
30687,"#UKIP (@USER #Scotland MEP David #Coburn MEP just said on @USER Theresa #May is capitulating. She should have, at the start, organised leaving EU with no deal &amp; then put her deal on the table and told EU that's what you get or it's no deal."" #Brexit now. (#Conservatives)""",ukip scotland mep david coburn mep said theresa may capitulating start organised leaving eu deal put deal table told eu get deal brexit conservatives,NOT,,
72982,@USER @USER @USER @USER @USER That was fucking fast holy shit lol,fucking fast holy shit lol,OFF,UNT,
55902,@USER Good shit! Kaepernick is a great model for young kids who play football to stand up for what they believe in,good shit kaepernick great model young kids play football stand believe,OFF,TIN,IND
25018,@USER @USER why don't the likes of just do as their bosses instruct them &amp; as long as @USER is protected the @USER will never give a shite what happens on the streets of this country,likes bosses instruct long protected never give shite happens streets country,NOT,,
40485,@USER @USER @USER @USER @USER She just knew she was having a girl!! She is excited now!!,knew girl excited,NOT,,
34768,@USER @USER @USER @USER @USER All business owners are involved in lawsuits on a regular basis. It is whatbour society has become. Liberals constantly looking for a handout.,business owners involved lawsuits regular basis whatbour society become liberals constantly looking handout,NOT,,
16321,"@USER @USER @USER Yes.......that's why Aus. Conservatives, Bob Katter &amp; Family First have formed government for the last 50 years........because we are inherently conservative""! #ConservativeComedy""",yes aus conservatives bob katter family first formed government last 50 years inherently conservative conservativecomedy,NOT,,
36286,@USER Holy shit. You better not be drinking milk after eating that. Or else... 🤢,holy shit better drinking milk eating else,OFF,TIN,IND
16908,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nice group of #maga follow back thanks !!!,nice group maga follow back thanks,NOT,,
59228,4 dead in mass shooting at Fifth Third Bank building in downtown Cincinnati'. Deep State Fake News Crisis Actor Alert!! Gun Control bullshit .. F'off  Feinstein/Obama!   URL via @,4 dead mass shooting fifth third bank building downtown cincinnati deep state fake news crisis actor alert gun control bullshit f feinstein obama via @,OFF,TIN,OTH
86612,@USER How about she is related to another creepy fusion GPS??? how about THAT @USER ?????? URL,related another creepy fusion gps,NOT,,
14186,@USER @USER What in the wide world of sports is go’in on here? Pansies.,wide world sports go pansies,NOT,,
15488,@USER You should seriously consider that maybe YOU are the one who is always wrong &amp; these people are correct... because you are wrong in your supposition here for most of them 😏,seriously consider maybe one always wrong people correct wrong supposition,NOT,,
49029,@USER @USER Liberals have always wanted to get their hands in your wallet and and now they want to get them in your pants.,liberals always wanted get hands wallet want get pants,NOT,,
24900,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Morning and check out my NEW MAGA Kids Book!! Written and Illustrated by a Trump America Loving OIF Veteran! URL #MAGA #TRUMP2020,morning check new maga kids book written illustrated trump america loving oif veteran maga trump 2020,NOT,,
18083,@USER @USER @USER @USER Loved to hate MR in Bobby Brown show. That guy really screwed those kids back in the day. Please let him go through all HWs drama. He is my favorite &amp; then Jerry.  Maybe they should have a show Andy?,loved hate mr bobby brown show guy really screwed kids back day please let go hws drama favorite jerry maybe show andy,OFF,TIN,IND
35787,@USER They can't talk about what Trump is doing because he is doing everything that he promised.  The economy is better than ever. If the Congress will do their job and get rid of the Crooks at the FBI DOJ And CIA and APPOINT A SPECIAL PROSECUTER And START ARRESTING and Prosecuting,talk trump everything promised economy better ever congress job get rid crooks fbi doj cia appoint special prosecuter start arresting prosecuting,NOT,,
76577,@USER @USER Amazing all the projection she is doing.,amazing projection,NOT,,
22547,I also need to address this question: Why did President Trump hire two lawyers that would hire Robert Mueller when they did not have to? #MAGA,also need address question president trump hire two lawyers would hire robert mueller maga,NOT,,
58410,#politicslive @USER decision to go into bed with the @USER in the coalition will be his down fall for years to come.,politicslive decision go bed coalition fall years come,NOT,,
61104,27 reported deaths in Sutherland TX church shooting. Dems already calling for gun control and shootings and I'm just waiting for to report on the pedophile content that allows. There is a reason American media does what the establishment has been trying to tell you to stop taking,27 reported deaths sutherland tx church shooting dems already calling gun control shootings waiting report pedophile content allows reason american media establishment trying tell stop taking,NOT,,
71629,@USER My pharmacist is a friend and he told me ALL about it last year!  THANK YOU for opening discussing how pharmacists are being held hostage rather than tell WE THE PEOPLE about the price fixes! #MAGA,pharmacist friend told last year thank opening discussing pharmacists held hostage rather tell people price fixes maga,NOT,,
37239,@USER u never talk to me shut up[,u never talk shut,OFF,TIN,IND
72290,@USER HE IS,,NOT,,
18848,@USER Gupta. You are a dreamer. 7 years cannot be compared to a telephone call that lasted for 35 minutes. I didnt want you to testify in the State Capture inquiry. You are moving according to our plan now. Remember 7 years of planning and calculating all the dots.,gupta dreamer 7 years cannot compared telephone call lasted 35 minutes didnt want testify state capture inquiry moving according plan remember 7 years planning calculating dots,NOT,,
97763,@USER Lol he is legit,lol legit,NOT,,
43876,@USER Bullshit! My daughters and I watched the tennis match and sarrena got what she deserved. We are big Williams  fans. No one is above the game.,bullshit daughters watched tennis match sarrena got deserved big williams fans one game,OFF,TIN,OTH
86455,@USER I know but look outside the box its like when Rush Limbaugh lost his shit. They remind me of each other so in my head its funny.,know look outside box like rush limbaugh lost shit remind head funny,OFF,TIN,IND
64585,.. you know.. Mami TJHAN always has this scary and creepy flirty gaze when she is around me or.. Miu..,know mami tjhan always scary creepy flirty gaze around miu,NOT,,
36163,@USER Nigga you are tweeting in the shower ???? I hope Siri drown,nigga tweeting shower hope siri drown,OFF,TIN,IND
20359,@USER He has the msm covering up,msm covering,NOT,,
96316,"@USER @USER @USER @USER @USER @USER @USER @USER @USER Nobody is greek"", that nation was lost, if it ever existed at all.. You are Subsaharan.""",nobody greek nation lost ever existed subsaharan,NOT,,
26175,@USER You still haven't  answered my question about whether our country could keep its law enforcement officers safer if gun control laws were not subject to the limitations of the 2nd Amendment? URL … #alpolitics,still answered question whether country could keep law enforcement officers safer gun control laws subject limitations 2nd amendment alpolitics,NOT,,
67830,@USER Ren oppa!! I love you  you are cute 😊,ren oppa love cute,NOT,,
92723,"@USER @USER THERE ARE MORE JOBS AVAILABLE THAN PEOPLE TO FILL THEM"". Said by you, NEVER. #YouFailed #Trump2020 #MAGA #MakeAmericanGreatAgain #OpportunityKnocks""",jobs available people fill said never youfailed trump 2020 maga makeamericangreatagain opportunityknocks,NOT,,
87251,@USER @USER @USER @USER @USER That explains why some leftists were also shadowbanned.,explains leftists also shadowbanned,OFF,TIN,GRP
74347,@USER Good. Maybe they’ll give it to him.,good maybe give,NOT,,
90541,@USER @USER @USER Brains and beauty. Love her show. Now she is on prime time Oct 15th. I get to watch the whole show. Yay!,brains beauty love show prime time oct 15th get watch whole show yay,NOT,,
19083,"#politicsLive Unfortunately the @USER are still discussing what it"" is! Wasted 2 years so far! Perhaps because the idea is not viable? #JustAThought URL",politicslive unfortunately still discussing wasted 2 years far perhaps idea viable justathought,NOT,,
20227,2.7 bilion euros would buy a lot of hospitals. Another triumph for the @USER and their brilliant Brexit team URL,2 7 bilion euros would buy lot hospitals another triumph brilliant brexit team,NOT,,
55721,@USER Zim is?  If he is than what’s that make Peyton?  Lol. URL,zim make peyton lol,NOT,,
81779,@USER Can anybody explain how many stages of TDS there are?,anybody explain many stages tds,NOT,,
72509,"@USER @USER @USER @USER @USER less money"". Funny.  The only person concerned with profit in healthcare is you. I and everyone else in the country want the carpet baggers to go fleece someone else, or better still, find something to do that doesn't involve seeking rent from essential public services.""",less money funny person concerned profit healthcare everyone else country want carpet baggers go fleece someone else better still find something involve seeking rent essential public services,NOT,,
25681,@USER “She is such a cutie,cutie,NOT,,
29956,@USER You are the second person in 2 minutes to tell me that. Apparently I’m sitting on a Smelly Cat-sized fortune!,second person 2 minutes tell apparently sitting smelly cat sized fortune,NOT,,
97247,@USER Soros paid antifa and the like not Christian conservatives for sure,soros paid antifa like christian conservatives sure,NOT,,
82983,@USER @USER Is the vulgar Antifa creep TRYING to look like a woman..or is it that he just can't HELP IT?,vulgar antifa creep trying look like woman help,OFF,TIN,IND
89694,"@USER The principaled conservatives"" have left the building.""",principaled conservatives left building,NOT,,
20608,@USER Fuck my Rick (?,fuck rick,OFF,UNT,
85089,@USER @USER This is proof the liberal left cannot think for themselves and have to be told what to say.,proof liberal left cannot think told say,NOT,,
30696,@USER @USER @USER @USER These women knew the knuckledraggers they were marrying and voting for. I have no sympathy for them. They should burn in hell for what they’re doing to their daughters and granddaughters. They’re the innocents here- not women stuffing guns down their yoga pants and yelling MAGA,women knew knuckledraggers marrying voting sympathy burn hell daughters granddaughters innocents women stuffing guns yoga pants yelling maga,NOT,,
42744,"#osho #quotes via @USER Listen to your being. It is continuously giving you hints. It is a still, small voice. It does not shout at you, that is true. And if you are a little silent you will start feeling your way. Be the person you are. Never try… URL URL",osho quotes via listen continuously giving hints still small voice shout true little silent start feeling way person never try,NOT,,
76888,.@USER Yes. Debunked. URL,yes debunked,NOT,,
49584,@USER She is the worst. But what can you expect when you consider what she has to personally gain from his confirmation,worst expect consider personally gain confirmation,OFF,TIN,IND
21820,@USER @USER Corruption (except for my household) and Socialism (except for my household) gun control (except when I need to be protected)... Shall I go on?  🤦‍♂️,corruption except household socialism except household gun control except need protected shall go ‍ ♂ ️,NOT,,
81663,22 kids a day. Every day.  URL,22 kids day every day,NOT,,
57373,@USER @USER @USER @USER He did win.he is my president,win president,NOT,,
93016,"@USER @USER @USER @USER @USER Christian conservatives don't have an orange god"".  Neither black, white, green, pink, or any other color.   His name is YAHWEH!!!""",christian conservatives orange god neither black white green pink color name yahweh,NOT,,
30607,@USER Arrest holder for high crimes against the Republic.,arrest holder high crimes republic,NOT,,
23693,@USER @USER @USER Like my sweet baby boy who wants to be a girl? He/she is going to become a strong proud black woman when he grows up! URL,like sweet baby boy wants girl going become strong proud black woman grows,NOT,,
33367,@USER Maybe while he is on the DL someone can show how to wear his hat,maybe dl someone show wear hat,NOT,,
62496,@USER Aww... he is such a busy monster.,aww busy monster,OFF,TIN,IND
13664,@USER You after the Mounties come and get you for being a dirty pervert on the Internet...only you are 150 pounds heavier than him but you get the point URL,mounties come get dirty pervert internet 150 pounds heavier get point,OFF,TIN,OTH
70783,@USER She is such a ham!!!!,ham,NOT,,
62863,#Westminster @USER #HouseOfLords #Tories @USER @USER @USER @USER #Brexit 🇬🇧 @USER #LabourParty #Labour @USER What a bunch of #hypocrites 😠 A total #ShowerOfShite 😠😠😠 URL,westminster houseoflords tories brexit labourparty labour bunch hypocrites total showerofshite,NOT,,
56888,@USER As you typed “you think everyone is like you?” And read it. It means the question is referring to the reader. And at the case you are the reader. 🇳🇬 effect,typed think everyone like read means question referring reader case reader effect,OFF,TIN,IND
65236,@USER @USER @USER All the above are under UK control: we didn’t have to wait to leave to decide and deliver areas already fully under UK control. At this rate 33 months will be wasted plus the time to sign a new UK/EU27 trade agreement. Britain on hold. /4 #BrexitBritain,uk control wait leave decide deliver areas already fully uk control rate 33 months wasted plus time sign new uk eu27 trade agreement britain hold 4 brexitbritain,NOT,,
93719,@USER @USER @USER @USER @USER @USER @USER @USER @USER Breaking:  Radical Antifa footage. URL,breaking radical antifa footage,NOT,,
35038,@USER Cat fight URL,cat fight,NOT,,
55705,@USER @USER Dangerous to liberals for sure open the flood gates!,dangerous liberals sure open flood gates,NOT,,
84763,@USER @USER Oh Rookie you’re we’re as adorable then and you are now!  Quite the baseball family tree.,oh rookie adorable quite baseball family tree,NOT,,
48084,2 Teump haters together - only extreme liberals watch URL,2 teump haters together extreme liberals watch,NOT,,
86239,@USER Tough to say because football manages to appeal to all sides of the spectrum except maybe the far most liberals...(sorry for the rant lol),tough say football manages appeal sides spectrum except maybe far liberals sorry rant lol,NOT,,
80868,@USER Now we know the gun control stance of The Residents.,know gun control stance residents,NOT,,
14929,@USER @USER ANTIFA displays hate on those they disagree with...you are being hypocritical!,antifa displays hate disagree hypocritical,OFF,TIN,IND
38700,@USER Fantastic!!!  The Alamo is sacred to us. She is a blight on the history of time. Better left erased!!  🇺🇸🇺🇸,fantastic alamo sacred us blight history time better left erased,OFF,TIN,IND
20684,"@USER Same paint ball range they used for the antifa vs Proudboy"" match last year""",paint ball range used antifa vs proudboy match last year,NOT,,
94296,"@USER how Antifa's extremism is facism in the making""  Now I'm making the face in your avi""",antifa extremism facism making making face avi,NOT,,
46026,@USER @USER @USER I know a man who went to prison at 18 for killing a cow. (He took the hind quarter home) He was given 5yr. He is over 50. Why should he not be able to vote. Don't talk pardon. They are seldom given.,know man went prison 18 killing cow took hind quarter home given 5yr 50 able vote talk pardon seldom given,NOT,,
66249,@USER @USER @USER @USER I think maybe we should give another party a try. Maybe 'For Britian'....,think maybe give another party try maybe britian,NOT,,
93446,1. This is a local Fox station not the national Fox News broadcast. 2. If you’d follow anyone outside your liberal bubble you would know the vast majority of conservatives are outraged by this too. URL,1 local fox station national fox news broadcast 2 follow anyone outside liberal bubble would know vast majority conservatives outraged,OFF,TIN,OTH
46201,@USER Yes Melania is wearing her I DON'T GIVE A S___T JACKET AND DONALD CHUMP IS WEARING HIS GO F___K YOURSELF JACKET JUST LIKE ALWAYS. HE SAID THAT GOD TRUMP IS IN DA HOUSE AND HE IS ABOVE THE LAW. We did a marvelous job in PR many went without electricity for 6 months but it's cool.,yes melania wearing give jacket donald chump wearing go f k jacket like always said god trump da house law marvelous job pr many went without electricity 6 months cool,NOT,,
82723,@USER #Republicans #Conservatives #Independents Listen 👂 up the #Hillarites #Democrats are repeating #History don't stand for it. #ConfirmKavanaugh now! URL,republicans conservatives independents listen hillarites democrats repeating history stand confirmkavanaugh,NOT,,
32384,@USER Be quiet SheDevil URL,quiet shedevil,OFF,TIN,IND
74011,#UnsealTheDeals of #Congress Sexual Assault #SlushFunds NOW pls @USER 🙏 #MAGA bc #WeThePeople WANT to Know! The #Hypocrisy of #DoubleStandardDEMs is SICKENING! 👈 #DeclassifyFISA 👈 #DeclassifyRelease302sUnredacted 👈 &amp; #DeclassifyPOWsDocuments while yr at it. 👍 #DarkToLIGHT URL,unsealthedeals congress sexual assault slushfunds pls maga bc wethepeople want know hypocrisy doublestandarddems sickening declassifyfisa declassifyrelease 302sunredacted declassifypowsdocuments yr darktolight,OFF,TIN,GRP
64048,@USER yes and she is the biggest joke in BB history.,yes biggest joke bb history,NOT,,
62278,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you! ❤️,thank ❤ ️,NOT,,
15834,@USER @USER So pointing at the umpire and calling him thief is berating and walking very fast toward an official and calling them f***ing moron is not? I think it is clear who needs help. You are a man perhaps?,pointing umpire calling thief berating walking fast toward official calling f ing moron think clear needs help man perhaps,OFF,TIN,IND
66125,@USER thanks Joe!!! my sanity was forsaken a looong time ago hahaha,thanks joe sanity forsaken looong time ago hahaha,OFF,TIN,GRP
85703,@USER So do a lot of pedophiles from the catholic church,lot pedophiles catholic church,OFF,TIN,OTH
24170,@USER And the liberals wonder why we don't want transgenders  in our bathrooms?,liberals wonder want transgenders bathrooms,OFF,TIN,GRP
91180,@USER @USER @USER And your entire argument ignores th fact that gun control affects law abiding citizens way more that it does criminals. You think they care about background checks? Restrictions? Etc? No. That’s why we call them criminals.,entire argument ignores th fact gun control affects law abiding citizens way criminals think care background checks restrictions etc call criminals,NOT,,
86447,@USER If they do this then I'm all FOR the former in that scenario with regards to antifa.,former scenario regards antifa,NOT,,
70675,@USER Lol he is literally incapable of this.,lol literally incapable,NOT,,
37747,@USER My son don’t know his he’s better off dead nice message tho your heart was in a good place,son know better dead nice message tho heart good place,NOT,,
38129,@USER @USER @USER @USER Conservative women are invisible to liberals. It makes us stealth. We are actually what feminists aspire to be. We know what we think. We know what we expect. We vote. And that’s our superpower.,conservative women invisible liberals makes us stealth actually feminists aspire know think know expect vote superpower,NOT,,
39448,@USER @USER The purrfect portrait! She even has her tail wrapped around her paws! She is beautiful in this shot!,purrfect portrait even tail wrapped around paws beautiful shot,NOT,,
13336,@USER @USER @USER no maybe cause you are a hateful buttmunch. We reap what we sew,maybe cause hateful buttmunch reap sew,OFF,TIN,IND
54268,@USER Ew. Also bitte!,ew also bitte,NOT,,
58880,@USER 😁😁😂😂 because he is NOT IMPORTANT,important,NOT,,
25717,@USER @USER I believe this is what you are refering to URL,believe refering,NOT,,
66754,@USER #Foolish Why because some #idiots are doing whatever they can to sabotage him and @USER  ? Liberals are acting completely immoral and have no respect for those millions of legal voters who voted for @USER  #LetsGovern,foolish idiots whatever sabotage liberals acting completely immoral respect millions legal voters voted letsgovern,OFF,TIN,GRP
58037,After going through the system i cameto know that being a criminal (illegal) is most reputed and easy job rather than a simple (illegal) person.,going system cameto know criminal illegal reputed easy job rather simple illegal person,OFF,TIN,IND
46191,@USER @USER How does that make him the best in the country though? There was nothing special about the throw. How does that make me butt hurt ?,make best country though nothing special throw make butt hurt,OFF,TIN,GRP
74010,@USER Wouldn't it be easier to close the loopholes that allow guns to get into the wrong hands?  This article by Duke's Center for Children and Families provides a good overview on the subject.  URL,easier close loopholes allow guns get wrong hands article duke center children families provides good overview subject,NOT,,
50251,@USER @USER Boo hoo hoo u lose,boo hoo hoo u lose,NOT,,
16986,@USER @USER If everyone of them own guns would they feel the same way about gun control?,everyone guns would feel way gun control,NOT,,
61771,@USER She is an ALEC puppet. If they don’t move the string on her back that works her mouth then she does nothing.,alec puppet move string back works mouth nothing,OFF,TIN,IND
35566,@USER Holder was the most ethically challenged AG ever. A total disgrace to the office.,holder ethically challenged ag ever total disgrace office,OFF,TIN,IND
32539,@USER fool,fool,OFF,TIN,IND
37146,@USER He’s not even one of the strongest conservatives that could have been nominated and it has still come to this.,even one strongest conservatives could nominated still come,NOT,,
37077,@USER Good look,good look,NOT,,
15402,@USER @USER Definitely not as strange as her. Thats for sure. Shes a professor at a alt-left university. All those folks are kooky. #trump #maga,definitely strange thats sure shes professor alt left university folks kooky trump maga,OFF,TIN,GRP
99284,"@USER @USER  -its quite obvious the  morons at the Star are totally unaware that Canada already has extremely Tight gun control laws -which by the way criminals never have and never will Adhere to"" - You have to be a very special kind of stupid to be believe that by banning""",quite obvious morons star totally unaware canada already extremely tight gun control laws way criminals never never adhere special kind stupid believe banning,OFF,TIN,GRP
48930,@USER @USER Can you name one Democratic leader who endorses open borders?  Second point syntactically nonsensical.  I lament climate change &amp; I don’t have a private jet.   I favor more gun control &amp; I don’t glorify guns or have armed security.   Who is this fantasy “they” you r fixated on?,name one democratic leader endorses open borders second point syntactically nonsensical lament climate change private jet favor gun control glorify guns armed security fantasy r fixated,NOT,,
74638,@USER Beto the clown who supports the kneeling NFL thugs,beto clown supports kneeling nfl thugs,OFF,TIN,IND
54347,"@USER @USER @USER I also grew up in California.  Doesn't matter where you are from.  And just because you've heard worse"" doesn't mean jack.  The president of the united states should not brag about that.  Nor about watching beauty pageant contestants change.""",also grew california matter heard worse mean jack president united states brag watching beauty pageant contestants change,NOT,,
83961,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The FBI would be the proper authority to administer this polygraph despite their corruption at the top of their organization.,fbi would proper authority administer polygraph despite corruption top organization,OFF,TIN,OTH
45211,@USER The best hope for gun control is banning bullet proof backpacks... Because why do they need it if they are not a terrorist?,best hope gun control banning bullet proof backpacks need terrorist,NOT,,
42814,@USER @USER @USER And by liberals you mean conservatives.,liberals mean conservatives,NOT,,
96437,@USER I’m just here to see which liberals decide to politicize this tragedy (despite Cincy having tight gun control)...  👀,see liberals decide politicize tragedy despite cincy tight gun control,OFF,TIN,GRP
78806,@USER WHAT i cant like HE IS LEGIT WATCHING my ever move In Rehab!!!,cant like legit watching ever move rehab,OFF,TIN,IND
48750,@USER Steven Wilson is coming back to NY in December! I can’t wait! He is one favorite (live) performers! Hope all is well.,steven wilson coming back ny december wait one favorite live performers hope well,NOT,,
78650,@USER Funny that even the woman that brought Roe vs. Wade to the #SCOTUS regretted it later. It was one thing to have a medical emergency that required an abortion (though rare) &amp; another to have liberals celebrating killing their unborn children &amp; pretending it's health care.,funny even woman brought roe vs wade scotus regretted later one thing medical emergency required abortion though rare another liberals celebrating killing unborn children pretending health care,OFF,TIN,GRP
46095,@USER presenting her new work on how social psychologists should challenge our perspective on the differences between conservatives and liberals at #dgps2018 URL,presenting new work social psychologists challenge perspective differences conservatives liberals dgps 2018,NOT,,
17495,@USER I hope they will let Cem in America for now until #Zeyal gets back together. So when he gets back Alihan can proudly show off she is off limit 😂 #yasakelma,hope let cem america zeyal gets back together gets back alihan proudly show limit yasakelma,NOT,,
72250,@USER Holder belongs in jail.,holder belongs jail,NOT,,
68345,@USER you are a shining light in a dark world,shining light dark world,NOT,,
38005,@USER You're literally white nationalist radicals and enemies of the state. You're lucky you're not being hunted down by federal agents like the terrorists you are...but the citizenry will act in the state's place soon enough. ACTA NON VERBA. #TheResistance  #ResistTrump  #Antifa URL,literally white nationalist radicals enemies state lucky hunted federal agents like terrorists citizenry act state place soon enough acta non verba theresistance resisttrump antifa,OFF,TIN,IND
51095,@USER And it was Hillary by a landslide I think???? Don’t believe polls,hillary landslide think believe polls,NOT,,
89246,@USER @USER Can u fuck off already,u fuck already,OFF,TIN,IND
34345,@USER Cause the CIA and FBI WAS good at the time to cover up the greatest corruption ever made by Hussein Obama administration. It’s all coming out All involved with the Deep State.,cause cia fbi good time cover greatest corruption ever made hussein obama administration coming involved deep state,NOT,,
94841,@USER @USER @USER @USER @USER @USER @USER @USER @USER What if you wanting gun control offended me? Should you be fined?,wanting gun control offended fined,NOT,,
62012,@USER But couldn’t take care of Racism that was created during his presidency...  never heard the words Equality come out of his mouth.   We are a melting pot!!!,take care racism created presidency never heard words equality come mouth melting pot,NOT,,
71016,@USER I completely agree!  We can uphold the second amendment AND have common sense gun control.  I’m a responsible gun owner.  But no citizen needs military grade weapons or high capacity magazines.  To find the problem:  follow the $!,completely agree uphold second amendment common sense gun control responsible gun owner citizen needs military grade weapons high capacity magazines find problem follow,NOT,,
89336,@USER @USER I concede that's likely the case. I do think there's quite a number of people who are being anti-Serena because of who she is,concede likely case think quite number people anti serena,NOT,,
15327,@USER How dare they!? Please miss us with all this. URL,dare please miss us,NOT,,
